OT
0.0
1.5042334
3.5635958
3.597567
3.4153082
2.5282662
3.7605345
3.9025156
6.6707067
7.4151936
7.5622687
9.779056
7.1547546
9.146559
-11.679415
-12.156318
-11.359347
-9.465547
-10.446603
-11.401762
-9.8133955
0.40155888
0.504962
-1.153727
1.333245
4.3727217
3.7597842
4.162466
2.4319158
-7.1663833
-7.553556
-3.2235746
-2.79169
-2.115748
-4.1610518
-5.0449224
-4.9745827
-4.0916386
-1.8950412
-2.014516
0.0354712
0.21093842
1.0992498
2.2102678
2.3435771
2.3435771
1.5499096
1.8931432
2.0920472
2.064532
1.8122549
1.6331813
1.9118246
1.5846674
1.770355
1.6083543
1.3907897
1.8211976
1.4585431
1.1836064
2.3253384
2.7965698
2.2783759
2.0982935
1.9188147
1.9822786
2.9945087
3.1230285
2.6210654
2.6210654
2.8366098
3.0923254
1.9604683
1.7676169
1.4821037
2.05346
0.70502555
0.6007383
0.770901
1.1855197
0.17685509
0.628556
0.628556
0.7491789
0.07029927
1.6484464
-0.07289672
0.039764874
-1.1762841
-2.299645
-3.1886501
-4.646529
-4.7895927
78.44975
76.73943
77.05096
77.15858
80.5889
80.4695
79.742676
80.189995
78.76461
78.54713
77.05918
78.27789
89.62637
89.62637
90.327065
91.24769
92.3676
92.88945
94.12551
93.36728
94.38003
94.8212
95.44012
95.960266
95.71027
96.95864
97.91604
98.45249
98.921036
99.94699
100.43084
100.47675
100.58643
101.750084
101.70439
102.37826
103.35188
103.49345
103.86638
104.63077
105.16765
106.633224
107.166855
107.85661
108.54518
108.68855
109.350365
109.58279
108.72825
109.235916
109.69968
109.5958
108.95565
110.0366
111.35714
111.55946
112.96738
112.80042
113.52751
114.35804
115.022736
115.022736
114.8145
116.46424
116.54411
116.5553
118.358215
120.457184
119.931496
120.28446
121.2612
121.007866
120.04554
120.30245
120.672005
123.531296
121.95383
119.36135
120.11141
119.85464
120.68271
119.848175
120.82804
113.229675
112.3555
112.76118
110.11925
111.82708
107.94946
108.63148
111.570656
113.34119
112.67619
111.23679
111.23679
110.19917
108.54303
109.416954
109.40476
108.016716
106.23369
122.33081
121.44507
119.82197
115.88927
113.5611
113.37932
110.39263
109.73505
110.289856
109.008865
108.66284
106.50996
105.40455
104.80258
99.62761
99.58391
97.05114
95.61896
94.75398
93.35483
91.81745
95.45645
96.04126
96.04126
98.03726
98.01754
97.37685
97.89109
101.80469
100.61775
100.506676
99.590225
100.93232
100.709564
99.9207
100.14558
99.73049
99.09827
100.24979
99.5218
98.80979
99.27379
100.173134
99.22829
100.415634
98.98813
99.245476
96.49497
96.44054
98.1026
97.891975
97.852036
95.47401
95.13447
94.105736
93.08409
91.79549
91.11993
90.995766
88.50645
88.50645
89.038124
90.25176
94.40932
94.075356
88.58585
89.54238
91.68181
90.59674
93.4153
95.318474
95.66346
93.51077
95.07315
95.87715
94.45824
93.16612
95.26471
95.84221
91.72163
92.142746
94.38527
94.9378
97.95889
98.6659
101.01068
101.85293
104.269684
105.73688
108.51091
108.26129
110.66632
112.12209
113.109184
113.978226
114.75914
113.62302
115.18477
118.53885
119.91415
119.76991
121.53711
121.62831
122.89554
122.89554
123.327194
123.95849
122.82096
122.681274
122.282524
122.19375
120.26827
120.532
120.64766
120.706314
119.784615
120.1481
120.80543
120.67881
120.911156
121.26583
122.41894
121.23598
121.23598
119.96503
119.735504
119.32238
121.54077
120.65868
119.65375
118.37673
118.95944
119.262794
112.883865
113.134674
111.937
111.87322
112.50266
112.80466
110.944595
110.60079
110.11638
111.058876
111.2204
112.868805
112.81593
113.847435
112.91777
113.02677
111.9256
112.786064
111.74757
110.71837
110.48118
110.23062
110.36547
111.360916
111.29962
110.27238
112.5818
113.87208
113.10699
112.63558
113.40554
116.35968
115.767166
116.20148
114.42577
114.46814
111.85222
113.25403
111.781815
111.781815
111.3334
111.03783
110.36459
110.32344
110.60043
110.56459
111.67319
111.05847
110.091774
109.124176
109.60511
109.558655
109.413704
110.802315
112.19475
113.994255
114.48722
113.631615
114.82169
115.75889
116.818146
111.87435
112.33352
114.13245
114.38497
114.47775
115.4271
115.8181
116.00745
116.58339
116.60451
118.05045
119.36794
119.18093
120.561935
120.22928
121.066635
116.95225
114.85298
115.270805
114.15904
114.15904
114.500465
115.68896
114.993576
114.06244
114.896126
115.21231
115.31286
116.472855
118.28813
119.65828
119.31046
121.22651
120.78848
119.90768
117.289635
118.30625
